ReactionID,Type,Stoichiometry,Orders,Phase,A,Ea,Reversible
I1,initiation,"{""PLIGH"": -1, ""PRLIGH"": 1}","{""PLIGH"": 1, ""PRLIGH"": 1}",solid,1.00E+13,163254,FALSE
I2,initiation,"{""LIGH"": -1, ""C3H6"": 1, ""OH"": 1, ""RLIGM2A"": 1}","{""LIGH"": 1, ""C3H6"": 1, ""OH"": 1, ""RLIGM2A"": 1}",gas,1.00E+13,163254,FALSE
I3,initiation,"{""LIGM2"": -1, ""RphenoxM2"": 1, ""RADIOM2"": 1}","{""LIGM2"": 1, ""RphenoxM2"": 1, ""RADIOM2"": 1}",gas,1.00E+13,163254,FALSE
I4,initiation,"{""PLIGM2"": -1, ""RphenoxM2"": 1, ""PRADIOM2"": 1}","{""PLIGM2"": 1, ""RphenoxM2"": 1, ""PRADIOM2"": 1}",gas,1.00E+13,163254,FALSE
I5,initiation,"{""LIG"": -1, ""Rphenox"": 1, ""RADIO"": 1}","{""LIG"": 1, ""Rphenox"": 1, ""RADIO"": 1}",gas,1.00E+13,184184,FALSE
I6,initiation,"{""PLIG"": -1, ""Rphenox"": 1, ""PRADIO"": 1}","{""PLIG"": 1, ""Rphenox"": 1, ""PRADIO"": 1}",gas,1.00E+13,188370,FALSE
I7,initiation,"{""PADIOM2"": -1, ""PRADIOM2"": 1}","{""PADIOM2"": 1, ""PRADIOM2"": 1}",solid,1.00E+13,171626,FALSE
I8,initiation,"{""PADIO"": -1, ""PRADIO"": 1}","{""PADIO"": 1, ""PRADIO"": 1}",solid,1.00E+13,179998,FALSE
P9,propagation,"{""PKETM2"": -1, ""PRKETM2"": 1}","{""PKETM2"": 1, ""PRKETM2"": 1}",solid,1.00E+13,167440,FALSE
P10,propagation,"{""PRKETM2"": -1, ""KETDM2"": 1, ""OH"": 1}","{""PRKETM2"": 1, ""KETDM2"": 1, ""OH"": 1}",solid,1.00E+13,121394,FALSE
P11,propagation,"{""RphenoxM2"": -1, ""CO"": 1, ""C10H2M4"": 0, ""H2"": 0}","{""RphenoxM2"": 1, ""CO"": 1, ""C10H2M4"": 1, ""H2"": 1}",gas,4.00E+10,209300,FALSE
P12,propagation,"{""Rphenox"": -1, ""CO"": 1, ""C10H2"": 0, ""H2"": 1}","{""Rphenox"": 1, ""CO"": 1, ""C10H2"": 1, ""H2"": 1}",gas,4.00E+10,209300,FALSE
I13,initiation,"{""RLIGH"": -1, ""RLIGM2A"": 1, ""ALD3"": 1}","{""RLIGH"": 1, ""RLIGM2A"": 1, ""ALD3"": 1}",gas,1.00E+13,133952,FALSE
I14,initiation,"{""PRLIGH2"": -1, ""PRLIGM2A"": 1, ""ALD3"": 1}","{""PRLIGH2"": 1, ""PRLIGM2A"": 1, ""ALD3"": 1}",solid,1.00E+13,133952,FALSE
I15,initiation,"{""RADIOM2"": -1, ""RMGUAI"": 1, ""C3H6O2"": 1}","{""RADIOM2"": 1, ""RMGUAI"": 1, ""C3H6O2"": 1}",gas,1.00E+13,133952,FALSE
I16,initiation,"{""RLIGM2A"": -1, ""KETM2"": 1, ""RphenoxM2"": 1}","{""RLIGM2A"": 1, ""KETM2"": 1, ""RphenoxM2"": 1}",gas,5.00E+12,133952,FALSE
I17,initiation,"{""PRLIGM2A"": -1, ""PKETM2"": 1, ""RphenoxM2"": 1}","{""PRLIGM2A"": 1, ""PKETM2"": 1, ""RphenoxM2"": 1}",gas,5.00E+12,133952,FALSE
I18,initiation,"{""RLIGM2B"": -1, ""RMGUAI"": 1, ""PFET3M2"": 1}","{""RLIGM2B"": 1, ""RMGUAI"": 1, ""PFET3M2"": 1}",gas,1.00E+13,163254,FALSE
P19,propagation,"{""PRFET3M2"": -1, ""RphenoxM2"": 1, ""C3H4O2"": 1}","{""PRFET3M2"": 1, ""RphenoxM2"": 1, ""C3H4O2"": 1}",gas,1.00E+13,133952,FALSE
I20,initiation,"{""RADIO"": -1, ""RPHENOL"": 1, ""C3H6O2"": 1}","{""RADIO"": 1, ""RPHENOL"": 1, ""C3H6O2"": 1}",gas,1.00E+13,163254,FALSE
I21,initiation,"{""RLIGA"": -1, ""KET"": 1, ""Rphenox"": 1}","{""RLIGA"": 1, ""KET"": 1, ""Rphenox"": 1}",gas,1.00E+13,138138,FALSE
I22,initiation,"{""RLIGB"": -1, ""RPHENOL"": 1, ""PFET3"": 1}","{""RLIGB"": 1, ""RPHENOL"": 1, ""PFET3"": 1}",gas,1.00E+13,163254,FALSE
P23,propagation,"{""PRFET3"": -1, ""Rphenox"": 1, ""C3H4O2"": 1}","{""PRFET3"": 1, ""Rphenox"": 1, ""C3H4O2"": 1}",gas,1.00E+13,138138,FALSE
I24,initiation,"{""RADIOM2"": -1, ""OH"": 1, ""SYNAPYL"": 1}","{""RADIOM2"": 1, ""OH"": 1, ""SYNAPYL"": 1}",gas,3.00E+11,104650,FALSE
T25,termination,"{""RKETM2"": -1, ""OH"": 1, ""KETDM2"": 1}","{""RKETM2"": 1, ""OH"": 1, ""KETDM2"": 1}",gas,3.00E+11,104650,FALSE
I26,initiation,"{""RADIO"": -1, ""OH"": 1, ""COUMARYL"": 1}","{""RADIO"": 1, ""OH"": 1, ""COUMARYL"": 1}",gas,3.00E+11,104650,FALSE
T27,termination,"{""RKET"": -1, ""OH"": 1, ""KETD"": 1}","{""RKET"": 1, ""OH"": 1, ""KETD"": 1}",gas,3.00E+11,113022,FALSE
U28,unknown,"{""RC3H7O2"": -1, ""RCH3O"": 1, ""CH3CHO"": 1}","{""RC3H7O2"": 1, ""RCH3O"": 1, ""CH3CHO"": 1}",gas,1.00E+13,129766,FALSE
P29,propagation,"{""C10H2M4"": 0, ""RCH3O"": 1, ""Rphenox"": 1}","{""C10H2M4"": 1, ""RCH3O"": 1, ""Rphenox"": 1}",gas,1.00E+13,196742,FALSE
P30,propagation,"{""C10H2M2"": -1, ""RCH3O"": 1, ""C10H2"": 0, ""Rphenox"": 1}","{""C10H2M2"": 1, ""RCH3O"": 1, ""C10H2"": 1, ""Rphenox"": 1}",gas,1.00E+13,196742,FALSE
I31,initiation,"{""PLIGC"": -1, ""PLIG"": 1, ""CH2CO"": 1}","{""PLIGC"": 1, ""PLIG"": 1, ""CH2CO"": 1}",solid,1.00E+08,121394,FALSE
I32,initiation,"{""PLIGO"": -1, ""PLIGM2"": 1, ""CO2"": 1}","{""PLIGO"": 1, ""PLIGM2"": 1, ""CO2"": 1}",solid,1.00E+09,108836,FALSE
I33,initiation,"{""ADIOM2"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 0, ""PH2"": 1, ""PCOH"": 2, ""RC3H7O2"": 1}","{""ADIOM2"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOH"": 1, ""RC3H7O2"": 1}",gas,1.00E+09,121394,FALSE
P34,propagation,"{""KETM2"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 0, ""PH2"": 1, ""PCOH"": 2, ""RC3H5O2"": 1}","{""KETM2"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOH"": 1, ""RC3H5O2"": 1}",gas,1.00E+09,121394,FALSE
P35,propagation,"{""KETDM2"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 0, ""PH2"": 1, ""PCOH"": 2, ""RC3H3O"": 1}","{""KETDM2"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOH"": 1, ""RC3H3O"": 1}",gas,1.00E+09,121394,FALSE
P36,propagation,"{""SYNAPYL"": -1, ""RphenoxM2"": -1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOH"": 2, ""RC3H3O"": 1}","{""SYNAPYL"": 1, ""RphenoxM2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOH"": 1, ""RC3H3O"": 1}",gas,1.00E+09,121394,FALSE
I37,initiation,"{""ADIOM2"": -1, ""Rphenox"": -1, ""C10H2M4"": 0, ""H2"": 0, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H7O2"": 1}","{""ADIOM2"": 1, ""Rphenox"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H7O2"": 1}",gas,1.00E+09,121394,FALSE
P38,propagation,"{""KETM2"": -1, ""Rphenox"": -1, ""C10H2M4"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 2, ""PCOS"": 2, ""RC3H5O2"": 1}","{""KETM2"": 1, ""Rphenox"": 1, ""C10H2M4"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""RC3H5O2"": 1}",gas,1.00E+09,121394,FALSE
P39,propagation,"{""KETDM2"": -1, ""Rphenox"": -1, ""C10H2M4"": 0, ""C10H2"": 0, ""H2"": 0, ""PH2"": 2, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}","{""KETDM2"": 1, ""Rphenox"": 1, ""C10H2M4"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}",gas,1.00E+09,121394,FALSE
P40,propagation,"{""SYNAPYL"": -1, ""Rphenox"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 2, ""PCOH"": 1, ""PCOS"": 1, ""RC3H3O"": 1}","{""SYNAPYL"": 1, ""Rphenox"": 1, ""C10H2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOH"": 1, ""PCOS"": 1, ""RC3H3O"": 1}",gas,1.00E+09,121394,FALSE
I41,initiation,"{""ADIO"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 2, ""PCOS"": 2, ""RC3H7O2"": 1}","{""ADIO"": 1, ""Rphenox"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""RC3H7O2"": 1}",gas,1.00E+09,121394,FALSE
P42,propagation,"{""KET"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 2, ""RC3H5O2"": 1, ""PH2"": 2}","{""KET"": 1, ""Rphenox"": 1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 1, ""RC3H5O2"": 1, ""PH2"": 1}",gas,1.00E+09,121394,FALSE
P43,propagation,"{""KETD"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 2, ""RC3H3O"": 1, ""PH2"": 2}","{""KETD"": 1, ""Rphenox"": 1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 1, ""RC3H3O"": 1, ""PH2"": 1}",gas,1.00E+09,121394,FALSE
P44,propagation,"{""COUMARYL"": -1, ""Rphenox"": -1, ""C10H2"": 1, ""H2"": 2, ""PCOS"": 2, ""RC3H3O"": 1, ""PH2"": 2}","{""COUMARYL"": 1, ""Rphenox"": 1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 1, ""RC3H3O"": 1, ""PH2"": 1}",gas,1.00E+09,121394,FALSE
I45,initiation,"{""ADIO"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H7O2"": 1}","{""ADIO"": 1, ""RphenoxM2"": 1, ""C10H2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H7O2"": 1}",gas,1.00E+09,121394,FALSE
P46,propagation,"{""KET"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H5O2"": 1}","{""KET"": 1, ""RphenoxM2"": 1, ""C10H2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H5O2"": 1}",gas,1.00E+09,121394,FALSE
P47,propagation,"{""KETD"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}","{""KETD"": 1, ""RphenoxM2"": 1, ""C10H2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}",gas,1.00E+09,121394,FALSE
P48,propagation,"{""COUMARYL"": -1, ""RphenoxM2"": -1, ""C10H2"": 0, ""C10H2M4"": 0, ""H2"": 1, ""PH2"": 2, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}","{""COUMARYL"": 1, ""RphenoxM2"": 1, ""C10H2"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PH2"": 1, ""PCOS"": 1, ""PCOH"": 1, ""RC3H3O"": 1}",gas,1.00E+09,121394,FALSE
P49,propagation,"{""C10H2M4"": 1, ""RphenoxM2"": -1, ""C10H2M2"": 0, ""RCH3O"": 1, ""H2"": 0, ""PCOH"": 1}","{""C10H2M4"": 1, ""RphenoxM2"": 1, ""C10H2M2"": 1, ""RCH3O"": 1, ""H2"": 1, ""PCOH"": 1}",gas,1.00E+09,115115,FALSE
P50,propagation,"{""C10H2M2"": 0, ""RphenoxM2"": -1, ""C10H2"": 0, ""RCH3O"": 1, ""C10H2M4"": 0, ""H2"": 0, ""PCOH"": 1}","{""C10H2M2"": 1, ""RphenoxM2"": 1, ""C10H2"": 1, ""RCH3O"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PCOH"": 1}",gas,1.00E+09,115115,FALSE
P51,propagation,"{""C10H2M4"": 0, ""Rphenox"": -1, ""C10H2M2"": 0, ""RCH3O"": 1, ""C10H2"": 0, ""H2"": 1, ""PCOS"": 1}","{""C10H2M4"": 1, ""Rphenox"": 1, ""C10H2M2"": 1, ""RCH3O"": 1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 1}",gas,1.00E+09,117208,FALSE
P52,propagation,"{""C10H2M2"": 0, ""Rphenox"": -1, ""RCH3O"": 1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 1}","{""C10H2M2"": 1, ""Rphenox"": 1, ""RCH3O"": 1, ""C10H2"": 1, ""H2"": 1, ""PCOS"": 1}",gas,1.00E+09,117208,FALSE
P53,propagation,"{""RCH3O"": -1, ""Rphenox"": -1, ""RCH3"": 1, ""CO2"": 1, ""C10H2"": 0, ""H2"": 1}","{""RCH3O"": 1, ""Rphenox"": 1, ""RCH3"": 1, ""CO2"": 1, ""C10H2"": 1, ""H2"": 1}",gas,1.00E+08,54418,FALSE
P54,propagation,"{""RCH3O"": -1, ""RphenoxM2"": -1, ""RCH3"": 1, ""CO2"": 1, ""C10H2M4"": 0, ""H2"": 0}","{""RCH3O"": 1, ""RphenoxM2"": 1, ""RCH3"": 1, ""CO2"": 1, ""C10H2M4"": 1, ""H2"": 1}",gas,1.00E+08,54418,FALSE
P55,propagation,"{""RphenoxM2"": -1, ""RCH3"": -1, ""PCOH"": 1, ""C10H2M4"": 0, ""PH2"": 0, ""PCH3"": 1}","{""RphenoxM2"": 1, ""RCH3"": 1, ""PCOH"": 1, ""C10H2M4"": 1, ""PH2"": 1, ""PCH3"": 1}",gas,1.00E+08,48139,FALSE
P56,propagation,"{""Rphenox"": -1, ""RCH3"": -1, ""PCOH"": 1, ""C10H2"": 0, ""PH2"": 1, ""PCH3"": 1}","{""Rphenox"": 1, ""RCH3"": 1, ""PCOH"": 1, ""C10H2"": 1, ""PH2"": 1, ""PCH3"": 1}",gas,1.00E+08,48139,FALSE
T57,termination,"{""RCH3O"": -1, ""RCH3"": -1, ""ETOH"": 1}","{""RCH3O"": 1, ""RCH3"": 1, ""ETOH"": 1}",gas,1.00E+08,12558,FALSE
U58,unknown,"{""RCH3O"": -2, ""CH3CHO"": 1, ""H2O"": 1}","{""RCH3O"": 1, ""CH3CHO"": 1, ""H2O"": 1}",gas,1.00E+08,12558,FALSE
I59,initiation,"{""RCH3O"": -1, ""PRADIOM2"": -1, ""PCH2OH"": 1, ""PADIOM2"": 1}","{""RCH3O"": 1, ""PRADIOM2"": 1, ""PCH2OH"": 1, ""PADIOM2"": 1}",gas,1.00E+08,52325,FALSE
P60,propagation,"{""RCH3O"": -1, ""PRKETM2"": -1, ""PCH2OH"": 1, ""PKETM2"": 1}","{""RCH3O"": 1, ""PRKETM2"": 1, ""PCH2OH"": 1, ""PKETM2"": 1}",gas,1.00E+08,52325,FALSE
I61,initiation,"{""RADIOM2"": -2, ""PCH2OH"": 2, ""PCHP2"": 2, ""PCHOHP"": 2, ""PH2"": 2, ""C10H2M4"": 1, ""PCOH"": 2}","{""RADIOM2"": 1, ""PCH2OH"": 1, ""PCHP2"": 1, ""PCHOHP"": 1, ""PH2"": 1, ""C10H2M4"": 1, ""PCOH"": 1}",gas,3.16E+07,83720,FALSE
I62,initiation,"{""RLIGM2B"": -2, ""CHAR"": 0, ""PCH2OH"": 2, ""PCHOHP"": 2, ""PH2"": 3, ""C10H2M4"": 2, ""PCOH"": 4}","{""RLIGM2B"": 1, ""CHAR"": 1, ""PCH2OH"": 1, ""PCHOHP"": 1, ""PH2"": 1, ""C10H2M4"": 1, ""PCOH"": 1}",gas,3.16E+07,83720,FALSE
I63,initiation,"{""RLIGM2A"": -2, ""PCOHP2"": 2, ""H2O"": 2, ""PC2H2"": 2, ""PCOH"": 4, ""PH2"": 3, ""C10H2M4"": 2}","{""RLIGM2A"": 1, ""PCOHP2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""PCOH"": 1, ""PH2"": 1, ""C10H2M4"": 1}",gas,3.16E+07,83720,FALSE
I64,initiation,"{""RMGUAI"": -2, ""PH2"": 2, ""C10H2M4"": 1, ""PCOH"": 2}","{""RMGUAI"": 1, ""PH2"": 1, ""C10H2M4"": 1, ""PCOH"": 1}",gas,3.16E+07,83720,FALSE
P65,propagation,"{""RKETM2"": -2, ""PCHP2"": 2, ""PCH2OH"": 2, ""PH2"": 2, ""C10H2M4"": 1, ""PCOH"": 4}","{""RKETM2"": 1, ""PCHP2"": 1, ""PCH2OH"": 1, ""PH2"": 1, ""C10H2M4"": 1, ""PCOH"": 1}",gas,3.16E+07,83720,FALSE
P66,propagation,"{""PRFET3M2"": -1, ""PCOH"": 2, ""C10H2M4"": 1, ""PCHP2"": 2, ""PCHO"": 2, ""PCHOHP"": 2, ""PH2"": 1}","{""PRFET3M2"": 1, ""PCOH"": 1, ""C10H2M4"": 1, ""PCHP2"": 1, ""PCHO"": 1, ""PCHOHP"": 1, ""PH2"": 1}",solid,3.16E+07,83720,FALSE
P67,propagation,"{""RC3H7O2"": -2, ""H2O"": 2, ""PC2H2"": 2, ""PCHOHP"": 2, ""PH2"": 1}","{""RC3H7O2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""PCHOHP"": 1, ""PH2"": 1}",gas,1.00E+08,12558,FALSE
P68,propagation,"{""RC3H5O2"": -2, ""H2O"": 2, ""PC2H2"": 2, ""PH2"": 1, ""PCOH"": 2}","{""RC3H5O2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""PH2"": 1, ""PCOH"": 1}",gas,1.00E+08,12558,FALSE
P69,propagation,"{""RC3H3O"": -2, ""PC2H2"": 2, ""PH2"": 1, ""PCOH"": 2}","{""RC3H3O"": 1, ""PC2H2"": 1, ""PH2"": 1, ""PCOH"": 1}",gas,1.00E+08,12558,FALSE
U70,unknown,"{""OH"": -1, ""RCH3"": -1, ""CH3OH"": 1}","{""OH"": 1, ""RCH3"": 1, ""CH3OH"": 1}",gas,1.00E+08,12558,FALSE
U71,unknown,"{""RCH3"": -2, ""C2H6"": 1}","{""RCH3"": 1, ""C2H6"": 1}",gas,1.00E+08,12558,FALSE
I72,initiation,"{""RCH3"": -1, ""PRADIOM2"": -1, ""PCH3"": 1, ""PADIOM2"": 1}","{""RCH3"": 1, ""PRADIOM2"": 1, ""PCH3"": 1, ""PADIOM2"": 1}",gas,1.00E+08,48139,FALSE
P73,propagation,"{""RCH3"": -1, ""PRKETM2"": -1, ""PCH3"": 1, ""PKETM2"": 1}","{""RCH3"": 1, ""PRKETM2"": 1, ""PCH3"": 1, ""PKETM2"": 1}",gas,1.00E+08,48139,FALSE
I74,initiation,"{""Rphenox"": -1, ""RLIGB"": -1, ""PCOS"": 3, ""PCOHP2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""C10H2"": 1, ""PH2"": 3, ""H2"": 2}","{""Rphenox"": 1, ""RLIGB"": 1, ""PCOS"": 1, ""PCOHP2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""C10H2"": 1, ""PH2"": 1, ""H2"": 1}",gas,3.16E+07,83720,FALSE
I75,initiation,"{""RADIO"": -2, ""PCH2OH"": 2, ""PCHP2"": 2, ""PCHOHP"": 2, ""PCOS"": 1, ""PCOH"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 3}","{""RADIO"": 1, ""PCH2OH"": 1, ""PCHP2"": 1, ""PCHOHP"": 1, ""PCOS"": 1, ""PCOH"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1}",gas,3.16E+07,92092,FALSE
I76,initiation,"{""RLIGB"": -1, ""PCOS"": 3, ""CHAR"": 0, ""PCH2OH"": 2, ""PCHOHP"": 2, ""C10H2"": 2, ""PH2"": 5, ""H2"": 2}","{""RLIGB"": 1, ""PCOS"": 1, ""CHAR"": 1, ""PCH2OH"": 1, ""PCHOHP"": 1, ""C10H2"": 1, ""PH2"": 1, ""H2"": 1}",gas,3.16E+07,83720,FALSE
I77,initiation,"{""RLIGA"": -2, ""PCOHP2"": 2, ""H2O"": 2, ""PC2H2"": 2, ""C10H2"": 2, ""PCOS"": 4, ""PH2"": 5, ""H2"": 2}","{""RLIGA"": 1, ""PCOHP2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""C10H2"": 1, ""PCOS"": 1, ""PH2"": 1, ""H2"": 1}",gas,3.16E+07,83720,FALSE
P78,propagation,"{""RKET"": -2, ""PCOH"": 3, ""PCHP2"": 2, ""PCH2OH"": 2, ""PCOS"": 1, ""C10H2"": 1, ""H2"": 2, ""PH2"": 2}","{""RKET"": 1, ""PCOH"": 1, ""PCHP2"": 1, ""PCH2OH"": 1, ""PCOS"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1}",gas,3.16E+07,83720,FALSE
P79,propagation,"{""PRFET3"": -1, ""PCHP2"": 2, ""PCHO"": 2, ""PCHOHP"": 2, ""PCOS"": 2, ""C10H2"": 1, ""H2"": 1, ""PH2"": 2}","{""PRFET3"": 1, ""PCHP2"": 1, ""PCHO"": 1, ""PCHOHP"": 1, ""PCOS"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1}",solid,3.16E+07,83720,FALSE
I80,initiation,"{""RLIGH"": -1, ""PCOHP2"": 2, ""H2O"": 4, ""PC2H2"": 2, ""PCOH"": 4, ""C10H2M4"": 2, ""H2"": 1, ""PCH3"": 2, ""PCHP2"": 2, ""PCH2P"": 2}","{""RLIGH"": 1, ""PCOHP2"": 1, ""H2O"": 1, ""PC2H2"": 1, ""PCOH"": 1, ""C10H2M4"": 1, ""H2"": 1, ""PCH3"": 1, ""PCHP2"": 1, ""PCH2P"": 1}",gas,3.16E+07,83720,FALSE
P81,propagation,"{""Rphenox"": -1, ""RPHENOL"": -1, ""PCOS"": 2, ""C10H2"": 1, ""H2"": 1, ""PH2"": 2}","{""Rphenox"": 1, ""RPHENOL"": 1, ""PCOS"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1}",gas,5.00E+07,83720,FALSE
P82,propagation,"{""Rphenox"": -1, ""RC3H3O"": -1, ""PCOS"": 1, ""C10H2"": 0, ""H2"": 1, ""PH2"": 1, ""PC2H2"": 1, ""PCOH"": 1}","{""Rphenox"": 1, ""RC3H3O"": 1, ""PCOS"": 1, ""C10H2"": 1, ""H2"": 1, ""PH2"": 1, ""PC2H2"": 1, ""PCOH"": 1}",gas,1.00E+08,48139,FALSE
P83,propagation,"{""Rphenox"": -1, ""CHAR"": 1, ""PCOS"": 1, ""C10H2"": 0, ""H2"": 1}","{""Rphenox"": 1, ""CHAR"": 1, ""PCOS"": 1, ""C10H2"": 1, ""H2"": 1}",gas,3.00E+07,04650,FALSE
P84,propagation,"{""RphenoxM2"": -1, ""CHAR"": 1, ""PCOS"": 1, ""C10H2M4"": 0, ""H2"": 0}","{""RphenoxM2"": 1, ""CHAR"": 1, ""PCOS"": 1, ""C10H2M4"": 1, ""H2"": 1}",gas,3.00E+07,04650,FALSE
I85,initiation,"{""ADIOM2"": -1, ""VADIOM2"": 1}","{""ADIOM2"": 1, ""VADIOM2"": 1}",solid,1,62790,FALSE
T86,termination,"{""KETM2"": -1, ""VKETM2"": 1}","{""KETM2"": 1, ""VKETM2"": 1}",solid,1,62790,FALSE
T87,termination,"{""KETDM2"": -1, ""VKETDM2"": 1}","{""KETDM2"": 1, ""VKETDM2"": 1}",solid,1,58604,FALSE
P88,propagation,"{""SYNAPYL"": -1, ""VSYNAPYL"": 1}","{""SYNAPYL"": 1, ""VSYNAPYL"": 1}",solid,1,62790,FALSE
I89,initiation,"{""MGUAI"": -1, ""VMGUAI"": 1}","{""MGUAI"": 1, ""VMGUAI"": 1}",solid,1,66976,FALSE
U90,unknown,"{""COUMARYL"": -1, ""VCOUMARYL"": 1}","{""COUMARYL"": 1, ""VCOUMARYL"": 1}",solid,1,83720,FALSE
I91,initiation,"{""ADIO"": -1, ""VADIO"": 1}","{""ADIO"": 1, ""VADIO"": 1}",solid,1,66976,FALSE
T92,termination,"{""KET"": -1, ""VKET"": 1}","{""KET"": 1, ""VKET"": 1}",solid,1,66976,FALSE
T93,termination,"{""KETD"": -1, ""VKETD"": 1}","{""KETD"": 1, ""VKETD"": 1}",solid,1,83720,FALSE
P94,propagation,"{""PHENOL"": -1, ""VPHENOL"": 1}","{""PHENOL"": 1, ""VPHENOL"": 1}",solid,1,58604,FALSE
P95,propagation,"{""PCOS"": -1, ""CO"": 1}","{""PCOS"": 1, ""CO"": 1}",solid,2.00E+08,209300,FALSE
P96,propagation,"{""PCOH"": -1, ""CO"": 1}","{""PCOH"": 1, ""CO"": 1}",solid,1.00E+07,138138,FALSE
P97,propagation,"{""PH2"": -1, ""H2"": 1}","{""PH2"": 1, ""H2"": 1}",solid,1.00E+10,209300,FALSE
P98,propagation,"{""PC2H2"": -1, ""H2"": 1, ""CHAR"": 0}","{""PC2H2"": 1, ""H2"": 1, ""CHAR"": 1}",solid,5.00E+08,205114,FALSE
P99,propagation,"{""PCH2OH"": -1, ""OH"": 1, ""PCH2P"": 1}","{""PCH2OH"": 1, ""OH"": 1, ""PCH2P"": 1}",solid,5.00E+08,100,FALSE
P100,propagation,"{""PCHOHP"": -1, ""OH"": 1, ""PC2H2"": 0}","{""PCHOHP"": 1, ""OH"": 1, ""PC2H2"": 1}",solid,5.00E+08,100,FALSE
P101,propagation,"{""PCOHP2"": -1, ""OH"": 1, ""CHAR"": 0}","{""PCOHP2"": 1, ""OH"": 1, ""CHAR"": 1}",solid,5.00E+08,100,FALSE
P102,propagation,"{""PCH3"": -1, ""RCH3"": 1}","{""PCH3"": 1, ""RCH3"": 1}",gas,1.00E+13,125580,FALSE
P103,propagation,"{""PCH2P"": -1, ""PCHP2"": 1, ""H2"": 0}","{""PCH2P"": 1, ""PCHP2"": 1, ""H2"": 1}",solid,5.00E+08,209300,FALSE
